blobHeight,blobWidth,offset,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,start_trial_text.started,start_key_resp.started,start_key_resp.keys,start_key_resp.rt,noise.started,blob_1.started,blob_1.stopped,blob_2.started,noise_2.started,blob_2.stopped,key_resp.started,noise.stopped,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 27
,,,,,,,8.81029221699282,8.81029221699282,right,2.1513865520100808,,,,,,,,,,,67016,7,2022-07-05_11h18.37.343,Bonnen2015_2afc,2022.2.1,59.94639305845177,
0.5833,0.12,0.16,0.0,0.0,0.0,21.0,,,,,11.10776179700042,11.158337375993142,11.44158093299484,11.490890815999592,11.789892313987366,11.789892313987366,11.789892313987366,11.916794949996984,right,0.1610649990179808,67016,7,2022-07-05_11h18.37.343,Bonnen2015_2afc,2022.2.1,59.94639305845177,
0.5833,0.12,0.08,0.0,1.0,1.0,17.0,,,,,12.079205641988665,12.126557698997203,12.41640111299057,12.466319429993746,12.782604445994366,12.782604445994366,12.782604445994366,12.84835216398642,right,0.0851974780089221,67016,7,2022-07-05_11h18.37.343,Bonnen2015_2afc,2022.2.1,59.94639305845177,
0.4118,0.17,-0.08,0.0,2.0,2.0,38.0,,,,,12.980388325988317,13.032692345994292,13.31620391899196,13.365956450987142,13.670082040989657,13.670082040989657,13.670082040989657,13.734869900988995,left,0.1747502150101354,67016,7,2022-07-05_11h18.37.343,Bonnen2015_2afc,2022.2.1,59.94639305845177,
1.0,0.07,-0.02,0.0,3.0,3.0,28.0,,,,,13.932425776991296,13.982713387988042,14.271615126999675,14.36611462199653,14.657242893998044,14.657242893998044,14.657242893998044,14.714569309988292,left,0.1469707940123044,67016,7,2022-07-05_11h18.37.343,Bonnen2015_2afc,2022.2.1,59.94639305845177,
0.4118,0.17,-0.04,0.0,4.0,4.0,34.0,,,,,14.91251509299036,14.966272004996426,15.266822269986733,15.31639693499892,15.616935032987383,15.616935032987383,15.616935032987383,15.681205184999271,left,0.2183772620046511,67016,7,2022-07-05_11h18.37.343,Bonnen2015_2afc,2022.2.1,59.94639305845177,
0.4118,0.17,0.0,0.0,5.0,5.0,2.0,,,,,15.958475110994186,16.00668173399754,16.2994129259896,16.351597649991163,16.65385149999929,16.65385149999929,16.65385149999929,16.732961645000614,left,0.334376073005842,67016,7,2022-07-05_11h18.37.343,Bonnen2015_2afc,2022.2.1,59.94639305845177,
0.5833,0.12,0.02,0.0,6.0,6.0,9.0,,,,,17.110461629999918,17.166170628988766,17.47054784199281,17.520876400987618,17.817474154988304,17.817474154988304,17.817474154988304,17.88073830898793,right,0.1895495659991866,67016,7,2022-07-05_11h18.37.343,Bonnen2015_2afc,2022.2.1,59.94639305845177,
0.5833,0.12,-0.08,0.0,7.0,7.0,37.0,,,,,18.12645044599776,18.17131652499665,18.46871294299489,18.524062328986474,18.80236224799592,18.85384649298794,18.80236224799592,18.93320419298834,left,0.2897691760153975,67016,7,2022-07-05_11h18.37.343,Bonnen2015_2afc,2022.2.1,59.94639305845177,
0.3182,0.22,-0.02,0.0,8.0,8.0,31.0,,,,,19.197003334993497,19.24329816599493,19.536929390989823,19.58660531899659,19.897706524992827,19.897706524992827,19.897706524992827,19.964508541990654,left,0.5733498210029211,67016,7,2022-07-05_11h18.37.343,Bonnen2015_2afc,2022.2.1,59.94639305845177,
