blobHeight,blobWidth,offset,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,start_trial_text.started,start_key_resp.started,start_key_resp.keys,start_key_resp.rt,noise.started,blob_1.started,blob_1.stopped,blob_2.started,noise_2.started,blob_2.stopped,key_resp.started,noise.stopped,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 27
,,,,,,,8.38715389900608,8.38715389900608,right,0.6658455789875006,,,,,,,,,,,67016,5,2022-07-05_11h16.40.299,Bonnen2015_2afc,2022.2.1,60.03928790883612,
0.4118,0.17,-0.04,0.0,0.0,0.0,34.0,,,,,9.192701291001868,9.238264725994668,9.517910983006004,9.569750305992784,9.856811702004052,9.856811702004052,9.856811702004052,9.963867415004644,left,0.2186762749915942,67016,5,2022-07-05_11h16.40.299,Bonnen2015_2afc,2022.2.1,60.03928790883612,
0.3182,0.22,-0.16,0.0,1.0,1.0,43.0,,,,,10.176752608997049,10.219138679996831,10.546747689993936,10.590502970997475,10.870339076995151,10.918992830003845,10.870339076995151,10.929848212996149,left,0.1177298099937615,67016,5,2022-07-05_11h16.40.299,Bonnen2015_2afc,2022.2.1,60.03928790883612,
0.3182,0.22,-0.04,0.0,2.0,2.0,35.0,,,,,11.092347660000089,11.140003530003014,11.446757300000172,11.496963808996952,11.790419918004773,11.790419918004773,11.790419918004773,11.86316235999402,left,0.2094349099934334,67016,5,2022-07-05_11h16.40.299,Bonnen2015_2afc,2022.2.1,60.03928790883612,
0.3182,0.22,-0.02,0.0,3.0,3.0,31.0,,,,,12.124828732004971,12.17023734000395,12.46364634600468,12.506382459003362,12.828325003007194,12.828325003007194,12.828325003007194,12.895086520002224,left,0.1811146370018832,67016,5,2022-07-05_11h16.40.299,Bonnen2015_2afc,2022.2.1,60.03928790883612,
0.5833,0.12,-0.02,0.0,4.0,4.0,29.0,,,,,13.11095058900537,13.163375478994569,13.446905146993233,13.488161233995925,13.81392525100091,13.767138473995146,13.81392525100091,13.878280902994447,left,0.2185338069975841,67016,5,2022-07-05_11h16.40.299,Bonnen2015_2afc,2022.2.1,60.03928790883612,
1.0,0.07,-0.02,0.0,5.0,5.0,28.0,,,,,14.153788184004952,14.203914904006524,14.497173344992916,14.546839237998938,14.852866896006162,14.852866896006162,14.852866896006162,14.92971175799903,left,0.1872566799866035,67016,5,2022-07-05_11h16.40.299,Bonnen2015_2afc,2022.2.1,60.03928790883612,
1.0,0.07,-0.08,0.0,6.0,6.0,36.0,,,,,15.145295402006012,15.197048749992971,15.496871983996243,15.546973021002486,15.850734273000851,15.850734273000851,15.850734273000851,15.91398990599555,left,0.191346017003525,67016,5,2022-07-05_11h16.40.299,Bonnen2015_2afc,2022.2.1,60.03928790883612,
1.0,0.07,0.04,0.0,7.0,7.0,12.0,,,,,16.14564546800102,16.197216318003484,16.497139140003128,16.546689709997736,16.849800787997083,16.849800787997083,16.849800787997083,16.914822499005822,right,0.1614979389996733,67016,5,2022-07-05_11h16.40.299,Bonnen2015_2afc,2022.2.1,60.03928790883612,
1.0,0.07,-0.01,0.0,8.0,8.0,24.0,,,,,17.126224551000632,17.18686011400132,17.480497441996704,17.53011236799648,17.837508290002006,17.837508290002006,17.837508290002006,17.91190378999454,left,0.1947851829900173,67016,5,2022-07-05_11h16.40.299,Bonnen2015_2afc,2022.2.1,60.03928790883612,
0.5833,0.12,0.16,0.0,9.0,9.0,21.0,,,,,18.144261185007053,18.196580035000807,18.504684597995947,18.553341304999776,18.869521373999305,18.869521373999305,18.869521373999305,18.946857375995023,right,0.0927070019970415,67016,5,2022-07-05_11h16.40.299,Bonnen2015_2afc,2022.2.1,60.03928790883612,
0.5833,0.12,0.02,0.0,10.0,10.0,9.0,,,,,19.07153956800176,19.1203207429935,19.416885819999152,19.4632936650014,19.770964822993847,19.770964822993847,19.770964822993847,19.833173056002124,right,0.1457218739960808,67016,5,2022-07-05_11h16.40.299,Bonnen2015_2afc,2022.2.1,60.03928790883612,
0.3182,0.22,-0.08,0.0,11.0,11.0,39.0,,,,,20.03926295900601,20.096825051005,20.3849553619948,20.43844410699967,20.73781693300407,20.73781693300407,20.73781693300407,20.81353507300082,left,0.1818065099942032,67016,5,2022-07-05_11h16.40.299,Bonnen2015_2afc,2022.2.1,60.03928790883612,
0.5833,0.12,-0.16,0.0,12.0,12.0,41.0,,,,,21.03823211499548,21.09694608999416,21.39672117099689,21.446733342003427,21.75194156600628,21.75194156600628,21.75194156600628,21.83044225399499,left,0.1211671619967091,67016,5,2022-07-05_11h16.40.299,Bonnen2015_2afc,2022.2.1,60.03928790883612,
0.3182,0.22,0.01,0.0,13.0,13.0,7.0,,,,,21.99085704199388,22.038466155994684,22.330367043992737,22.37982210800692,22.68402048900316,22.68402048900316,22.68402048900316,22.74541375800618,left,0.4199627119960496,67016,5,2022-07-05_11h16.40.299,Bonnen2015_2afc,2022.2.1,60.03928790883612,
0.3182,0.22,0.08,0.0,14.0,14.0,19.0,,,,,23.223834839998744,23.279670742995226,23.58014736000041,23.63153344999592,23.937578454002505,23.937578454002505,23.937578454002505,24.01348024500476,right,0.1625890199939021,67016,5,2022-07-05_11h16.40.299,Bonnen2015_2afc,2022.2.1,60.03928790883612,
1.0,0.07,0.08,0.0,15.0,15.0,16.0,,,,,24.226109979004832,24.280064420003328,24.582670821997453,24.63080498400086,24.93617609300418,24.93617609300418,24.93617609300418,25.011756437001168,right,0.1893789030000334,67016,5,2022-07-05_11h16.40.299,Bonnen2015_2afc,2022.2.1,60.03928790883612,
